iter	RMSE
127	0.4672744841
128	0.4662592196
129	0.4652653816
130	0.4642816687
131	0.4633116188
132	0.4623661509
133	0.4614538559
134	0.4605325349
135	0.4596346268
136	0.4587403588
137	0.4578690072
138	0.4570133617
139	0.456171884
140	0.455335512
141	0.4545254032
142	0.4537072474
143	0.4529026789
144	0.4521172764
145	0.451357767
146	0.4506000001
147	0.4498558387
148	0.4491243263
149	0.4484129169
150	0.4477166347
151	0.4470218899
152	0.4463476269
153	0.4456766508
154	0.445026948
155	0.4443821163
156	0.4437196631
157	0.4430951575
158	0.4424834968
159	0.4418762765
160	0.4412738514
161	0.4406866602
162	0.4401158708
163	0.4395457143
164	0.4389931613
165	0.4384442715
166	0.4379068903
167	0.4373750615
168	0.4368511799
169	0.4363392951
170	0.4358387349
171	0.4353361436
172	0.4348529205
173	0.4343793567
174	0.4339190357
175	0.4334554065
176	0.4329908582
177	0.4325450176
178	0.4320989963
179	0.4316702664
180	0.4312447833
181	0.4308105843
182	0.4304018636
183	0.4299954147
184	0.4295943875
185	0.429205244
186	0.428826134
187	0.4284486425
188	0.428074384
189	0.4276924247
190	0.4273293281
191	0.4269815303
192	0.4266399162
193	0.4263009395
194	0.4259662862
195	0.4256448166
196	0.425295553
197	0.424972413
198	0.4246333675
199	0.424326373
200	0.4240210132
201	0.4237225151
202	0.423429453
203	0.4231239534
204	0.4228333975
205	0.4225505345
206	0.4222731496
207	0.4220033864
208	0.4217340703
209	0.4214751357
210	0.4212126524
211	0.4209592647
212	0.4207094929
213	0.4204501339
214	0.4201999699
215	0.4199443722
216	0.4197095505
217	0.4194835627
218	0.4192653929
219	0.4190186919
220	0.4187989209
221	0.4185826778
222	0.4183687897
223	0.4181577421
224	0.4179520565
225	0.4177499162
226	0.4175468565
227	0.4173526754
228	0.4171359487
229	0.4169421174
230	0.4167564014
231	0.4165480685
232	0.4163690618
233	0.4161682472
234	0.4159723814
235	0.4158048861
236	0.4156340992
237	0.4154548317
238	0.415271058
239	0.4150959705
240	0.4149317226
241	0.4147495182
242	0.414593569
243	0.4144371638
244	0.4142909529
245	0.4141508501
246	0.4140044509
247	0.4138406737
248	0.4137007429
249	0.4135464189
250	0.4133921096
251	0.4132428633
252	0.4131054001
253	0.4129614965
254	0.4128333501
255	0.4126851285
256	0.4125605975
257	0.4124370793
258	0.4123154874
259	0.4121986288
260	0.4120813408
261	0.4119648877
262	0.4118436284
263	0.4117131088
264	0.411601263
265	0.4114915337
266	0.4113658627
267	0.4112625574
268	0.4111337262
269	0.4110289436
270	0.4109289781
271	0.4108352387
272	0.4107403466
273	0.4106272399
274	0.4105385868
275	0.4104198599
276	0.4103314903
277	0.4102273654
278	0.4101358789
279	0.4100491503
280	0.409956555
281	0.4098571007
282	0.4097772918
283	0.4096954207
284	0.4096127598
285	0.409531814
286	0.4094499933
287	0.4093573032
288	0.4092759398
289	0.4091986597
290	0.4091066378
291	0.4090312137
292	0.4089355042
293	0.4088643789
294	0.4087826412
295	0.408710016
296	0.4086205735
297	0.4085532211
298	0.4084722243
299	0.4083866496
300	0.4083016397
301	0.4082211779
302	0.4081373515
303	0.4080759917
304	0.4079961134
305	0.4079317417
306	0.4078708851
307	0.4078118246
308	0.407736658
309	0.4076779246
310	0.4076170477
311	0.4075632922
312	0.4074904003
313	0.4074348795
314	0.4073823166
315	0.4073139666
316	0.4072476015
317	0.4071982134
318	0.4071459353
319	0.4070830544
320	0.4070361902
321	0.4069687235
322	0.4069074943
323	0.4068629081
324	0.4068180997
325	0.406775652
326	0.4067291583
327	0.40668668
328	0.406645742
329	0.4066034856
330	0.4065563395
331	0.4065015198
332	0.4064443696
333	0.4063855266
334	0.4063473764
335	0.4062992504
336	0.4062603678
337	0.4062057347
338	0.4061530991
339	0.4061115587
340	0.4060582802
341	0.4060196315
342	0.4059829491
343	0.4059427829
344	0.4059033463
345	0.4058693472
346	0.4058219279
347	0.4057884794
348	0.4057418119
349	0.4056945501
350	0.4056638338
351	0.4056167494
352	0.4055814595
353	0.4055507191
354	0.4055154823
355	0.4054716927
356	0.4054288076
357	0.4053859783
358	0.4053421806
359	0.4052974611
360	0.4052578032
361	0.4052275758
362	0.4052003949
363	0.4051718994
364	0.4051404591
365	0.4051036628
366	0.4050743282
367	0.405035885
368	0.4049993763
369	0.4049686243
370	0.4049415643
371	0.4049156015
372	0.4048873127
373	0.4048579591
374	0.4048323817
375	0.4048079273
376	0.4047824094
377	0.4047465748
378	0.4047199362
379	0.4046965304
380	0.4046612284
381	0.4046248924
382	0.4045910525
383	0.4045574232
384	0.4045220946
385	0.4044921758
386	0.4044706277
387	0.4044472994
388	0.404417375
389	0.4043951956
390	0.4043736542
391	0.4043470275
392	0.4043152858
393	0.4042852451
394	0.4042556621
395	0.4042365618
396	0.4042165448
397	0.4041957815
398	0.4041779516
399	0.4041547955
400	0.4041371464
401	0.4041103329
402	0.4040837927
403	0.4040633177
404	0.4040374187
405	0.404009121
406	0.4039864875
407	0.4039677696
408	0.403947439
409	0.4039282468
410	0.4039014886
411	0.4038818353
412	0.4038614224
413	0.4038370419
414	0.403813544
415	0.4037905783
416	0.4037704155
417	0.4037550401
418	0.4037325013
419	0.4037145779
420	0.4036987593
421	0.4036810709
422	0.4036660812
423	0.403646872
424	0.4036294819
425	0.4036115098
426	0.4035951939
427	0.40358161
428	0.40356631
429	0.4035460184
430	0.4035268195
431	0.403507602
432	0.40348362
433	0.4034616791
434	0.4034458686
435	0.4034310902
436	0.403417866
437	0.4034037968
438	0.4033839991
439	0.403362849
440	0.4033466087
441	0.4033309534
442	0.4033183289
443	0.4033057289
444	0.4032860702
445	0.4032695581
446	0.403251549
447	0.4032312269
448	0.4032124554
449	0.4031988201
450	0.4031861203
451	0.4031714051
452	0.4031542111
453	0.4031425937
454	0.4031312513
455	0.403113929
456	0.4031019396
457	0.4030807489
458	0.4030700082
459	0.4030599505
460	0.4030403207
461	0.4030274657
462	0.4030141433
463	0.4030007343
464	0.4029875785
465	0.4029742035
466	0.4029619798
467	0.4029508682
468	0.4029399597
469	0.4029281569
470	0.4029140311
471	0.4028978867
472	0.4028866907
473	0.4028713907
474	0.4028607781
475	0.4028444922
476	0.4028361992
477	0.402824084
478	0.4028127469
479	0.4027974588
480	0.4027866155
481	0.4027709951
482	0.4027558134
483	0.4027434293
484	0.402732491
485	0.4027210079
486	0.4027120403
487	0.4026947421
488	0.4026814095
489	0.4026714159
490	0.4026568053
491	0.4026439876
492	0.4026347601
493	0.4026248959
494	0.402614305
495	0.4026047598
496	0.4025872482
497	0.4025730616
498	0.4025609905
499	0.4025475464
500	0.4025328056
501	0.40252363
502	0.4025112478
503	0.402498319
504	0.4024871922
505	0.4024759252
506	0.4024648811
507	0.4024532443
508	0.4024455349
509	0.4024349972
510	0.4024238593
511	0.4024136214
512	0.4024016367
513	0.4023950726
514	0.4023847495
515	0.4023715505
516	0.4023615231
517	0.4023508653
518	0.4023409227
519	0.4023315241
520	0.402321565
521	0.4023149072
522	0.4023017945
523	0.4022887697
524	0.4022780536
525	0.4022654967
526	0.4022563568
527	0.4022489663
528	0.4022418809
529	0.4022313195
530	0.4022186417
531	0.4022098688
532	0.4022001439
533	0.4021905691
534	0.4021851264
535	0.4021758925
536	0.4021666204
537	0.4021543836
538	0.4021447469
539	0.4021369141
540	0.402129175
541	0.4021228709
542	0.4021120437
543	0.4021041237
544	0.4020943939
545	0.4020801926
546	0.4020716577
547	0.4020626815
548	0.4020565149
549	0.4020456975
550	0.4020342376
551	0.4020240314
552	0.4020151062
553	0.4020066069
554	0.4019985936
555	0.4019861372
556	0.4019780474
557	0.4019682341
558	0.4019599026
559	0.4019514499
560	0.4019428113
561	0.4019333288
562	0.4019247512
563	0.4019177154
564	0.4019070795
565	0.4018945766
566	0.4018907922
567	0.4018848798
568	0.4018767307
569	0.4018673044
570	0.4018604155
571	0.4018483194
572	0.4018384383
573	0.4018303442
574	0.4018209336
575	0.4018121934
576	0.4018040493
577	0.4017981369
578	0.4017905015
579	0.4017787322
580	0.4017713341
581	0.4017599187
582	0.4017526943
583	0.4017477415
584	0.4017416176
585	0.4017334813
586	0.4017210861
587	0.401714105
588	0.4017067567
589	0.4016995617
590	0.4016934413
591	0.4016886482
592	0.4016822803
593	0.4016755439
594	0.4016685606
595	0.401662376
596	0.4016517107
597	0.4016437452
598	0.4016363303
599	0.401628616
600	0.4016228905
601	0.4016167018
602	0.4016096819
603	0.4016009271
604	0.4015926898
605	0.4015889898
606	0.4015818995
607	0.4015726346
608	0.4015605168
609	0.4015509615
610	0.4015433851
611	0.401536156
612	0.4015312351
613	0.4015261231
614	0.4015156998
615	0.4015096352
616	0.4015035119
617	0.4014946599
618	0.4014908024
619	0.4014849974
620	0.4014788096
621	0.4014737438
622	0.4014683591
623	0.4014617273
624	0.4014557369
625	0.4014491569
626	0.4014443533
627	0.401440348
628	0.4014293206
629	0.4014243219
630	0.4014172657
631	0.4014118651
632	0.4014028793
633	0.4013968912
634	0.4013913321
635	0.4013860227
636	0.4013791918
637	0.4013726387
638	0.401365375
639	0.4013548203
640	0.4013463907
641	0.4013411307
642	0.4013349113
643	0.4013299812
644	0.4013249016
645	0.4013200873
646	0.4013163612
647	0.4013123155
648	0.4013066163
649	0.4013028022
650	0.4012968626
651	0.4012904946
652	0.4012815141
653	0.4012706749
654	0.4012676011
655	0.4012575488
656	0.4012539974
657	0.4012488419
658	0.401245814
659	0.4012422393
660	0.4012372511
661	0.4012302101
662	0.4012241196
663	0.4012172568
664	0.4012142981
665	0.4012090706
666	0.4011987797
667	0.4011927285
668	0.4011846585
669	0.4011779486
670	0.4011745441
671	0.4011690866
672	0.4011627125
673	0.4011566879
674	0.4011515977
675	0.4011464574
676	0.401136356
677	0.401132833
678	0.401127407
679	0.4011219219
680	0.4011134054
681	0.4011075897
682	0.4011049401
683	0.401097166
684	0.4010926284
685	0.401086751
686	0.4010801513
687	0.4010746395
688	0.4010690466
689	0.4010635318
690	0.4010586636
691	0.4010498571
692	0.401046087
693	0.4010369562
694	0.4010307185
695	0.4010254336
696	0.4010154333
697	0.4010079182
698	0.4010046185
699	0.4009947556
700	0.4009885239
701	0.4009810897
702	0.4009760512
703	0.4009724739
704	0.4009668247
705	0.4009608288
706	0.4009502991
707	0.4009463768
708	0.4009438539
709	0.400938293
710	0.4009344205
711	0.4009287418
712	0.4009240012
713	0.4009193053
714	0.4009156176
715	0.400908269
716	0.4009023259
717	0.4008992107
718	0.400894248
719	0.4008919306
720	0.4008871126
721	0.4008802508
722	0.4008739498
723	0.4008711071
724	0.4008639734
725	0.4008550288
726	0.400852137
727	0.4008476246
728	0.4008441047
729	0.4008401533
730	0.4008379933
731	0.4008331942
732	0.400828382
733	0.400825401
734	0.4008196786
735	0.4008106523
736	0.4008064081
737	0.4007995787
738	0.4007919664
739	0.4007902532
740	0.4007834185
741	0.4007777126
742	0.4007728528
743	0.4007704788
744	0.4007671019
745	0.4007630685
746	0.4007583186
747	0.40075394
748	0.4007507165
749	0.4007490562
750	0.4007429967
751	0.4007335351
752	0.4007275371
753	0.4007244244
754	0.4007209195
755	0.400713822
756	0.4007066992
757	0.4007030367
758	0.4006957486
759	0.4006911119
760	0.4006861023
761	0.4006808212
762	0.4006768649
763	0.4006724351
764	0.4006679025
765	0.4006604178
766	0.4006578049
767	0.4006556372
768	0.4006530262
769	0.400647757
770	0.4006442461
771	0.4006407649
772	0.4006357387
773	0.4006309042
774	0.4006289451
775	0.4006246008
776	0.4006213811
777	0.4006161398
778	0.4006127522
779	0.400606755
780	0.4006021006
781	0.4005975661
782	0.4005944357
783	0.4005908591
784	0.4005860167
785	0.4005810029
786	0.4005744913
787	0.4005719127
788	0.4005681935
789	0.4005644632
790	0.4005571419
791	0.4005531969
792	0.4005478716
793	0.4005432259
794	0.4005386208
795	0.4005314705
796	0.400524415
797	0.4005205127
798	0.4005168576
799	0.4005139852
800	0.4005088198
801	0.4005059077
802	0.4005026215
803	0.4004976789
804	0.4004932524
805	0.4004898795
806	0.4004860795
807	0.4004815108
808	0.400476565
809	0.4004737426
810	0.4004689859
811	0.4004668729
812	0.4004622707
813	0.400459567
814	0.4004529517
815	0.4004463962
816	0.4004429896
817	0.4004383505
818	0.4004334809
819	0.4004248609
820	0.400422794
821	0.4004198433
822	0.4004165811
823	0.4004104265
824	0.4004071208
825	0.4004022564
826	0.4003961181
827	0.4003913746
828	0.4003884523
829	0.4003840947
830	0.4003791626
831	0.4003704067
832	0.4003650047
833	0.40035966
834	0.4003558733
835	0.4003489745
836	0.4003455787
837	0.400337614
838	0.4003321129
839	0.4003244368
840	0.4003214691
841	0.4003186394
842	0.4003149354
843	0.4003120724
844	0.4003098783
845	0.4003053159
846	0.4002979643
847	0.4002961107
848	0.4002891161
849	0.400287039
850	0.4002825528
851	0.4002787229
852	0.400273055
853	0.4002696686
854	0.400266812
855	0.4002633517
856	0.4002580307
857	0.4002546097
858	0.4002457258
859	0.4002416169
860	0.4002351891
861	0.400233773
862	0.4002287346
863	0.4002264348
864	0.4002232221
865	0.4002201151
866	0.4002175282
867	0.400213373
868	0.4002090508
869	0.4002060477
870	0.4002021786
871	0.4001979052
872	0.400194329
873	0.4001876832
874	0.400183323
875	0.4001794847
876	0.4001780198
877	0.4001737918
878	0.4001710722
879	0.400168595
880	0.4001633552
881	0.4001621581
882	0.400158924
883	0.4001551284
884	0.4001485736
885	0.4001450953
886	0.4001389564
887	0.4001348566
888	0.4001308036
889	0.4001278665
890	0.4001246708
891	0.4001210109
892	0.4001170305
893	0.4001142921
894	0.4001093673
895	0.4001063408
896	0.4001016119
897	0.4000971468
898	0.4000939863
899	0.400089105
900	0.4000839665
901	0.4000796056
902	0.4000756707
903	0.4000730143
904	0.4000706031
905	0.4000664218
906	0.4000635904
907	0.4000597726
908	0.4000532019
909	0.4000498288
910	0.4000458916
911	0.4000424941
912	0.4000377672
913	0.4000348666
914	0.4000312659
915	0.4000261737
916	0.4000219601
917	0.4000163145
918	0.4000124131
919	0.4000100789
920	0.4000059022
921	0.4000027106
922	0.3999990593
923	0.3999946237
924	0.3999912481
925	0.3999882679
926	0.3999863502
927	0.3999829378
928	0.3999802768
929	0.3999762573
930	0.3999739637
931	0.3999707623
932	0.3999683427
933	0.3999660122
934	0.3999633132
935	0.3999589796
936	0.3999568423
937	0.3999527842
938	0.3999497224
939	0.3999435497
940	0.3999388917
941	0.3999375268
942	0.399933128
943	0.3999313525
944	0.3999292652
945	0.3999228556
946	0.3999195763
947	0.3999181437
948	0.3999123717
949	0.3999095484
950	0.3999051703
951	0.3999013054
952	0.3998979261
953	0.3998926308
954	0.3998899529
955	0.3998852741
956	0.3998818478
957	0.3998793331
958	0.3998781488
959	0.3998721576
960	0.3998688727
961	0.3998644837
962	0.3998584876
963	0.3998563399
964	0.3998545307
965	0.3998506461
966	0.3998480724
967	0.3998447623
968	0.3998418288
969	0.3998371523
970	0.3998340714
971	0.3998326233
972	0.3998297858
973	0.3998241722
974	0.3998217799
975	0.3998192922
976	0.399816507
977	0.3998132907
978	0.3998117803
979	0.3998073495
980	0.3998017384
981	0.3997955132
982	0.3997937458
983	0.3997912117
984	0.3997890164
985	0.3997849164
986	0.3997816944
987	0.3997790065
988	0.3997753978
989	0.3997714007
990	0.3997674191
991	0.3997647287
992	0.3997584914
993	0.3997548724
994	0.3997514779
995	0.3997492245
996	0.3997464721
997	0.3997442043
998	0.3997415329
999	0.3997389586
1000	0.3997367875
1001	0.3997345028
1002	0.3997324863
1003	0.3997290255
1004	0.399724813
1005	0.3997209659
1006	0.3997161404
1007	0.3997123854
1008	0.3997092673
1009	0.3997060268
1010	0.399704902
1011	0.3997019037
1012	0.3996994449
1013	0.399697721
1014	0.3996924418
1015	0.3996899389
1016	0.3996880324
1017	0.3996850849
1018	0.3996824324
1019	0.3996797171
1020	0.3996763103
1021	0.3996734471
1022	0.3996711089
1023	0.3996674828
1024	0.3996632338
1025	0.3996602224
1026	0.3996578558
1027	0.3996555725
1028	0.3996530642
1029	0.3996478219
1030	0.3996450132
1031	0.3996424112
1032	0.3996392577
1033	0.3996367909
1034	0.3996335661
1035	0.3996312674
1036	0.3996284113
1037	0.3996244372
1038	0.3996215475
1039	0.3996197082
1040	0.3996171482
1041	0.3996142619
1042	0.399611226
1043	0.3996071091
1044	0.39960474
1045	0.399602278
1046	0.3995984413
1047	0.3995947909
1048	0.3995900342
1049	0.3995866726
1050	0.3995838071
1051	0.3995806134
1052	0.3995782702
1053	0.3995723668
1054	0.3995701455
1055	0.3995679307
1056	0.3995627627
1057	0.3995605216
1058	0.3995564068
1059	0.3995510274
1060	0.3995483971
1061	0.3995463087
1062	0.3995437064
1063	0.3995409327
1064	0.3995380289
1065	0.3995349433
1066	0.399531943
1067	0.3995291538
1068	0.3995278654
1069	0.3995242895
1070	0.3995208086
1071	0.3995198732
1072	0.3995156676
1073	0.3995143482
1074	0.3995120429
1075	0.399509615
1076	0.3995083957
1077	0.3995062196
1078	0.3995048083
1079	0.3995011529
1080	0.3994982463
1081	0.3994933373
1082	0.3994907505
1083	0.3994881943
1084	0.399485674
1085	0.3994821912
1086	0.3994809347
1087	0.3994760012
1088	0.3994733024
1089	0.3994703287
1090	0.3994682057
1091	0.3994651873
1092	0.3994604008
1093	0.3994555671
1094	0.3994534918
1095	0.3994524648
1096	0.3994506781
1097	0.3994490724
1098	0.3994455441
1099	0.3994436725
1100	0.3994385882
1101	0.3994354601
1102	0.399433135
1103	0.399430147
1104	0.399429132
1105	0.3994256333
1106	0.3994232646
1107	0.3994209347
1108	0.3994153583
1109	0.3994133759
1110	0.3994112201
1111	0.3994083642
1112	0.3994048667
1113	0.3994036969
1114	0.3994023904
1115	0.3994004465
1116	0.3993974889
1117	0.3993960851
1118	0.3993926044
1119	0.3993891366
1120	0.3993861398
1121	0.3993841318
1122	0.3993821107
1123	0.3993789313
1124	0.3993774053
1125	0.3993725313
1126	0.3993680236
1127	0.3993614536
1128	0.3993589201
1129	0.3993571904
1130	0.3993549698
1131	0.3993512094
1132	0.3993481862
1133	0.3993455759
1134	0.3993410569
1135	0.399336227
1136	0.3993339314
1137	0.399330203
1138	0.3993280028
1139	0.3993263963
1140	0.3993221197
1141	0.399320084
1142	0.3993168899
1143	0.399313039
1144	0.3993072588
1145	0.3993039654
1146	0.3993012633
1147	0.3992990687
1148	0.3992975152
1149	0.3992943731
1150	0.3992916224
1151	0.3992893554
1152	0.3992839926
1153	0.3992816917
1154	0.3992770288
1155	0.3992751011
1156	0.3992733328
1157	0.3992719248
1158	0.3992670369
1159	0.399262891
1160	0.3992590307
1161	0.3992542344
1162	0.399252704
1163	0.3992504928
1164	0.3992480016
1165	0.399243124
1166	0.3992391118
1167	0.3992358904
1168	0.3992317965
1169	0.3992250872
1170	0.3992233479
1171	0.3992204756
1172	0.3992174304
1173	0.3992155936
1174	0.3992130241
1175	0.3992108781
1176	0.3992096717
1177	0.3992043255
1178	0.3992019418
1179	0.3991986285
1180	0.3991965561
1181	0.3991918612
1182	0.3991897233
1183	0.3991872057
1184	0.3991857818
1185	0.3991830732
1186	0.3991813288
1187	0.3991785793
1188	0.3991767394
1189	0.3991727089
1190	0.3991704381
1191	0.399169056
1192	0.39916676
1193	0.3991642757
1194	0.3991610648
1195	0.3991584309
1196	0.3991556888
1197	0.3991525514
1198	0.3991489291
1199	0.399147371
